text,avg_dwell_time_ms,avg_flight_time_ms,pause_ratio,backspace_rate,error_rate,correction_latency_ms,words_per_minute,burst_length,session_duration_sec,late_night_ratio,sentiment_polarity,negation_ratio,uncertainty_ratio,first_person_ratio,lexical_diversity,stress_pct,anxiety_pct,depression_pct
"I sent updates, answered messages, and planned tomorrow's priorities. The schedule is clear enough for the next session.",120.125,135.482,0.25435,0.08951,0.08228,148.759,69.599,6.076,867.107,0.1795,-0.1973,0.09737,0.04854,0.09561,0.6781,16.558,33.809,48.048
"I finished the review, documented the results, and cleaned up the notes. Everything feels urgent and I am trying to catch up quickly. I keep worrying that something might go wrong even after I check it. The schedule is clear enough for the next session.",129.55,142.311,0.32991,0.18798,0.17015,272.642,54.268,10.02,1014.123,0.30023,-0.55988,0.11775,0.07975,0.09913,0.67069,65.246,63.522,54.16
"I sent updates, answered messages, and planned tomorrow's priorities. Everything feels urgent and I am trying to catch up quickly. I feel mentally drained and focusing takes more effort than usual. I will revisit the remaining items tomorrow.",99.571,144.766,0.23497,0.15484,0.17178,244.182,55.034,9.066,1154.755,0.26853,-0.81763,0.12514,0.08368,0.11595,0.5578,68.241,48.58,65.962
"I finished the review, documented the results, and cleaned up the notes. The current draft is usable, but it still needs refinement.",89.957,126.382,0.24738,0.10492,0.11006,205.429,58.662,9.499,689.806,0.08459,-0.05722,0.09258,0.07614,0.08423,0.71558,30.355,45.674,27.77
"I finished the review, documented the results, and cleaned up the notes. I am rushing through deadlines and keep switching between tasks. I am uneasy and keep revisiting the same point for reassurance. I do not feel engaged and it is difficult to sustain momentum.",124.297,148.047,0.31666,0.19521,0.19596,264.886,50.151,6.227,1047.256,0.27777,-0.50031,0.14555,0.14538,0.12235,0.63584,70.624,70.293,68.308
"I completed the main tasks for today and reviewed the next steps. I do not feel engaged and it is difficult to sustain momentum. The current draft is usable, but it still needs refinement.",111.707,126.919,0.28437,0.14573,0.13005,215.264,61.222,7.273,1028.686,0.16277,-0.18448,0.13158,0.08752,0.14169,0.64968,42.253,42.191,75.565
The workday was manageable and I moved through the checklist steadily. I can continue after a short break and another review pass.,82.532,111.56,0.11496,0.06377,0.07025,186.967,80.606,9.046,759.822,0.11643,-0.08773,0.08064,0.03039,0.11623,0.70431,19.498,27.184,46.162
The workday was manageable and I moved through the checklist steadily. I keep correcting myself because I do not want to miss anything important. I keep worrying that something might go wrong even after I check it. I feel mentally drained and focusing takes more effort than usual.,119.98,162.899,0.29801,0.2089,0.19766,262.752,44.797,8.951,1266.44,0.32645,-1.0,0.14946,0.11642,0.11176,0.52001,88.528,69.329,72.877
"I finished the review, documented the results, and cleaned up the notes. My thoughts keep looping around possible mistakes and consequences.",121.557,141.528,0.3198,0.15199,0.15185,215.914,58.171,7.836,953.896,0.20508,-0.58851,0.13176,0.07918,0.08701,0.71385,49.205,63.169,47.715
"I finished the review, documented the results, and cleaned up the notes. I keep correcting myself because I do not want to miss anything important. My thoughts keep looping around possible mistakes and consequences.",131.602,128.617,0.19067,0.17225,0.17082,229.428,57.534,8.984,858.13,0.1755,-0.39701,0.09437,0.1214,0.06659,0.71374,65.243,61.423,21.74
"I finished the review, documented the results, and cleaned up the notes. I am rushing through deadlines and keep switching between tasks. I do not feel engaged and it is difficult to sustain momentum. The schedule is clear enough for the next session.",127.519,146.672,0.31366,0.17807,0.17438,230.995,54.114,9.159,1347.537,0.32595,-0.59541,0.12461,0.09619,0.12809,0.54615,72.446,50.016,71.045
"I finished the review, documented the results, and cleaned up the notes. I am rushing through deadlines and keep switching between tasks. The work feels heavier than it should and I am moving slowly. I can continue after a short break and another review pass.",114.952,149.557,0.27941,0.16721,0.15854,230.997,46.949,7.361,1105.88,0.23928,-0.59359,0.10961,0.07968,0.13043,0.71392,62.979,41.42,63.832
"I completed the main tasks for today and reviewed the next steps. I keep correcting myself because I do not want to miss anything important. I am uncertain about the outcome and keep second-guessing the details. The current draft is usable, but it still needs refinement.",113.171,117.308,0.26226,0.17606,0.16606,266.741,46.19,9.303,933.073,0.20513,-0.1915,0.09679,0.1074,0.08524,0.63039,62.376,65.901,32.176
The workday was manageable and I moved through the checklist steadily. I can continue after a short break and another review pass.,102.431,131.461,0.21153,0.04295,0.07351,156.083,65.451,10.493,705.956,0.17746,-0.01135,0.0595,0.03792,0.06743,0.71403,17.452,23.428,40.843
I completed the main tasks for today and reviewed the next steps. I will revisit the remaining items tomorrow.,111.771,130.321,0.27115,0.08993,0.104,170.141,65.167,7.795,925.552,0.20195,-0.15236,0.09772,0.07156,0.09892,0.636,31.313,48.647,51.733
The workday was manageable and I moved through the checklist steadily. The schedule is clear enough for the next session.,90.135,132.18,0.16699,0.11793,0.09483,148.043,70.418,9.677,690.336,0.11958,0.39214,0.04633,0.04758,0.07082,0.67964,32.323,27.225,20.949
"I finished the review, documented the results, and cleaned up the notes. There is too much to finish at once and the pace feels intense. I keep worrying that something might go wrong even after I check it. The schedule is clear enough for the next session.",119.547,133.112,0.27369,0.22081,0.22648,257.559,57.188,9.63,1072.456,0.28285,-0.48354,0.12023,0.12617,0.09313,0.67146,95.467,74.846,38.205
"I sent updates, answered messages, and planned tomorrow's priorities. There is too much to finish at once and the pace feels intense. My thoughts keep looping around possible mistakes and consequences. It is hard to stay motivated and my energy feels low. I will revisit the remaining items tomorrow.",148.205,145.328,0.3148,0.23216,0.20216,238.165,54.158,10.278,1223.493,0.216,-0.69459,0.13628,0.11082,0.07672,0.56342,81.888,66.064,56.416
The workday was manageable and I moved through the checklist steadily. The work feels heavier than it should and I am moving slowly. The schedule is clear enough for the next session.,110.162,110.447,0.31036,0.11757,0.12298,195.04,60.522,6.46,886.343,0.22233,-0.22325,0.13806,0.0959,0.10005,0.66637,24.397,54.109,57.508
The workday was manageable and I moved through the checklist steadily. I feel mentally drained and focusing takes more effort than usual. I will revisit the remaining items tomorrow.,108.872,134.512,0.25052,0.10581,0.14622,202.078,57.242,6.497,960.832,0.27502,-0.5712,0.10795,0.07754,0.11121,0.57791,43.049,54.356,58.85
"I sent updates, answered messages, and planned tomorrow's priorities. There is too much to finish at once and the pace feels intense. I keep worrying that something might go wrong even after I check it. I feel mentally drained and focusing takes more effort than usual.",107.879,153.313,0.33787,0.18267,0.191,243.684,59.898,8.911,1151.724,0.30764,-0.78921,0.1304,0.1172,0.11288,0.55836,72.191,71.365,66.365
"I finished the review, documented the results, and cleaned up the notes. The work feels heavier than it should and I am moving slowly.",114.616,122.315,0.2608,0.09092,0.09969,165.908,61.022,10.148,759.497,0.20138,-0.69687,0.11916,0.11578,0.11415,0.69934,27.784,46.927,60.059
"I finished the review, documented the results, and cleaned up the notes. The work feels heavier than it should and I am moving slowly.",105.162,98.154,0.24941,0.08302,0.0725,215.181,67.734,6.452,619.38,0.19366,0.01608,0.09199,0.05413,0.09467,0.67027,30.103,32.982,56.487
I completed the main tasks for today and reviewed the next steps. I can continue after a short break and another review pass.,84.965,103.034,0.14862,0.06459,0.0417,177.768,65.338,10.447,840.548,0.12484,0.2208,0.04641,0.03876,0.05923,0.70405,19.411,18.898,27.959
"I sent updates, answered messages, and planned tomorrow's priorities. The current draft is usable, but it still needs refinement.",117.162,116.521,0.26259,0.073,0.0796,185.441,64.056,7.841,636.801,0.1899,-0.13309,0.11286,0.04956,0.08838,0.63383,22.664,39.966,51.45
The workday was manageable and I moved through the checklist steadily. I am rushing through deadlines and keep switching between tasks. I do not feel engaged and it is difficult to sustain momentum.,129.163,156.427,0.2523,0.15965,0.15611,245.286,45.206,9.513,887.234,0.27424,-0.86754,0.11558,0.07414,0.11558,0.61662,67.446,46.461,60.802
"I finished the review, documented the results, and cleaned up the notes. I am rushing through deadlines and keep switching between tasks. I am uncertain about the outcome and keep second-guessing the details. The work feels heavier than it should and I am moving slowly.",132.011,131.574,0.32394,0.17572,0.16717,240.113,49.422,9.168,1136.622,0.25025,-0.63804,0.13038,0.09107,0.10607,0.60315,70.719,63.68,57.607
"I finished the review, documented the results, and cleaned up the notes. I am uneasy and keep revisiting the same point for reassurance. The current draft is usable, but it still needs refinement.",123.832,125.064,0.26383,0.17477,0.17091,225.328,72.981,10.192,965.186,0.20875,-0.03994,0.13901,0.12422,0.09304,0.68681,53.02,78.511,42.806
I completed the main tasks for today and reviewed the next steps. I keep correcting myself because I do not want to miss anything important. My thoughts keep looping around possible mistakes and consequences.,119.322,143.267,0.30224,0.17856,0.16981,241.967,45.108,8.753,1004.503,0.28471,-0.41215,0.1258,0.08138,0.12801,0.61529,73.703,63.382,54.952
"I sent updates, answered messages, and planned tomorrow's priorities. There is too much to finish at once and the pace feels intense. I am uneasy and keep revisiting the same point for reassurance. I feel mentally drained and focusing takes more effort than usual. I will revisit the remaining items tomorrow.",120.564,169.499,0.33031,0.2053,0.22993,287.407,51.206,5.466,1148.824,0.26412,-0.95771,0.14311,0.15132,0.11675,0.64222,80.831,83.934,57.226
The workday was manageable and I moved through the checklist steadily. The schedule is clear enough for the next session.,124.954,120.47,0.23921,0.09415,0.08968,191.999,56.527,7.521,976.674,0.21859,-0.1746,0.08885,0.09452,0.09708,0.64945,32.17,36.928,54.567
The workday was manageable and I moved through the checklist steadily. I keep correcting myself because I do not want to miss anything important. The work feels heavier than it should and I am moving slowly. I will revisit the remaining items tomorrow.,117.318,131.453,0.28216,0.16343,0.15569,211.652,55.934,8.544,1004.714,0.23899,-0.91736,0.13415,0.06491,0.1165,0.65427,64.126,46.56,56.027
"I sent updates, answered messages, and planned tomorrow's priorities. I will revisit the remaining items tomorrow.",98.853,110.455,0.2009,0.11219,0.08567,200.864,67.299,10.415,869.025,0.23238,-0.30644,0.09741,0.07464,0.10131,0.62462,35.09,36.279,50.11
I completed the main tasks for today and reviewed the next steps. I keep correcting myself because I do not want to miss anything important. It is hard to stay motivated and my energy feels low. I will revisit the remaining items tomorrow.,123.821,74.737,0.29045,0.21437,0.17113,223.562,56.267,5.303,1240.76,0.25628,-0.81983,0.11215,0.09091,0.11917,0.60753,72.53,50.852,57.261
"I finished the review, documented the results, and cleaned up the notes. Everything feels urgent and I am trying to catch up quickly. I am uncertain about the outcome and keep second-guessing the details. The current draft is usable, but it still needs refinement.",133.48,114.307,0.36929,0.20177,0.17784,263.022,58.761,6.045,969.961,0.239,-0.3008,0.12427,0.12829,0.07221,0.63622,67.751,80.084,37.902
I completed the main tasks for today and reviewed the next steps. I will revisit the remaining items tomorrow.,77.15,131.549,0.20835,0.11248,0.0642,212.692,77.849,12.214,620.358,0.08326,-0.10659,0.07641,0.0727,0.0692,0.73822,29.681,36.447,29.669
"I finished the review, documented the results, and cleaned up the notes. Everything feels urgent and I am trying to catch up quickly. I keep worrying that something might go wrong even after I check it. I feel mentally drained and focusing takes more effort than usual. The current draft is usable, but it still needs refinement.",135.135,133.65,0.31534,0.18533,0.17666,244.025,48.738,5.771,1204.737,0.28589,-0.87904,0.15412,0.1089,0.12982,0.5487,81.578,61.963,78.341
I completed the main tasks for today and reviewed the next steps. Everything feels urgent and I am trying to catch up quickly. The schedule is clear enough for the next session.,125.918,130.888,0.23404,0.12925,0.13394,228.012,54.636,7.029,934.809,0.18939,-0.0392,0.09476,0.06849,0.08004,0.6471,57.028,38.618,35.63
"I sent updates, answered messages, and planned tomorrow's priorities. I can continue after a short break and another review pass.",120.536,115.696,0.33603,0.11417,0.11342,184.491,61.641,11.227,837.753,0.21411,-0.15664,0.12118,0.09726,0.08506,0.69993,33.11,51.596,45.039
"The workday was manageable and I moved through the checklist steadily. Everything feels urgent and I am trying to catch up quickly. I am uncertain about the outcome and keep second-guessing the details. It is hard to stay motivated and my energy feels low. The current draft is usable, but it still needs refinement.",132.577,179.977,0.40903,0.25492,0.2229,255.551,36.538,5.817,1155.477,0.38586,-1.0,0.17862,0.11952,0.1261,0.4915,89.6,80.569,85.789
I completed the main tasks for today and reviewed the next steps. The work feels heavier than it should and I am moving slowly.,93.238,95.899,0.28142,0.08286,0.10382,167.422,71.383,10.043,667.951,0.20121,-0.33725,0.13524,0.08015,0.09839,0.67242,8.901,48.076,56.263
"I sent updates, answered messages, and planned tomorrow's priorities. I am rushing through deadlines and keep switching between tasks. I am uneasy and keep revisiting the same point for reassurance. The current draft is usable, but it still needs refinement.",110.06,116.855,0.20639,0.17697,0.19025,239.215,51.694,7.174,1228.952,0.21203,-0.28375,0.09868,0.07685,0.05748,0.60009,70.725,58.997,31.758
I completed the main tasks for today and reviewed the next steps. There is too much to finish at once and the pace feels intense. I keep worrying that something might go wrong even after I check it. I feel mentally drained and focusing takes more effort than usual.,106.922,113.868,0.33182,0.16332,0.19658,276.275,51.652,6.352,1276.508,0.21437,-0.71888,0.13823,0.09192,0.10936,0.5967,78.932,66.945,62.066
I completed the main tasks for today and reviewed the next steps. I keep correcting myself because I do not want to miss anything important. I am uncertain about the outcome and keep second-guessing the details. I will revisit the remaining items tomorrow.,115.978,107.428,0.30269,0.15723,0.17313,227.501,54.085,9.585,915.621,0.11734,0.13794,0.08697,0.12171,0.06826,0.65396,55.114,64.562,21.077
"I sent updates, answered messages, and planned tomorrow's priorities. It is hard to stay motivated and my energy feels low. I can continue after a short break and another review pass.",109.233,128.458,0.2309,0.09804,0.11626,193.842,67.701,7.992,918.973,0.18839,-0.67147,0.10867,0.06761,0.10347,0.63061,37.955,36.425,68.197
"I finished the review, documented the results, and cleaned up the notes. The schedule is clear enough for the next session.",108.288,130.244,0.1748,0.10975,0.10194,210.142,66.26,7.371,617.381,0.14655,-0.02392,0.10079,0.04691,0.09061,0.66038,45.395,27.813,44.893
I completed the main tasks for today and reviewed the next steps. There is too much to finish at once and the pace feels intense. My thoughts keep looping around possible mistakes and consequences. I feel mentally drained and focusing takes more effort than usual.,162.305,148.09,0.3124,0.20538,0.22159,266.76,45.244,8.445,1164.259,0.34828,-0.95747,0.14322,0.12377,0.10462,0.60773,92.216,65.006,60.629
"I finished the review, documented the results, and cleaned up the notes. I can continue after a short break and another review pass.",100.201,115.455,0.2021,0.07842,0.09272,228.934,73.999,10.302,805.448,0.14564,-0.13093,0.08729,0.03875,0.05439,0.70451,35.462,33.27,27.015
"I sent updates, answered messages, and planned tomorrow's priorities. I keep correcting myself because I do not want to miss anything important. My thoughts keep looping around possible mistakes and consequences. The current draft is usable, but it still needs refinement.",130.559,128.519,0.31335,0.19249,0.195,257.15,61.755,6.711,1093.02,0.19013,-0.29538,0.10879,0.13433,0.10607,0.65599,67.036,73.683,43.991
"I sent updates, answered messages, and planned tomorrow's priorities. Everything feels urgent and I am trying to catch up quickly. My thoughts keep looping around possible mistakes and consequences. The work feels heavier than it should and I am moving slowly. The schedule is clear enough for the next session.",109.298,136.761,0.29596,0.17657,0.16843,238.841,51.59,5.058,1316.313,0.32107,-1.0,0.14508,0.12501,0.12986,0.58464,72.352,57.408,73.148
"The workday was manageable and I moved through the checklist steadily. There is too much to finish at once and the pace feels intense. I am uncertain about the outcome and keep second-guessing the details. The current draft is usable, but it still needs refinement.",122.715,126.555,0.24947,0.17918,0.15345,269.036,47.087,6.888,949.573,0.16353,-0.34266,0.09692,0.09163,0.0671,0.55777,59.773,63.486,16.384
I completed the main tasks for today and reviewed the next steps. Everything feels urgent and I am trying to catch up quickly. My thoughts keep looping around possible mistakes and consequences. I do not feel engaged and it is difficult to sustain momentum. The schedule is clear enough for the next session.,132.594,151.514,0.34906,0.23995,0.2008,256.231,52.466,9.728,1196.287,0.34593,-0.92516,0.14254,0.12513,0.12832,0.65344,77.728,74.69,75.115
"I finished the review, documented the results, and cleaned up the notes. The current draft is usable, but it still needs refinement.",103.795,126.15,0.18373,0.08803,0.11226,190.977,70.472,6.388,827.892,0.24329,-0.58243,0.10003,0.06252,0.10809,0.69883,39.694,34.614,48.834
"I sent updates, answered messages, and planned tomorrow's priorities. I am rushing through deadlines and keep switching between tasks. I am uneasy and keep revisiting the same point for reassurance. I feel mentally drained and focusing takes more effort than usual. I can continue after a short break and another review pass.",133.97,122.158,0.33554,0.1785,0.18784,210.791,41.169,9.156,1262.268,0.30191,-0.61871,0.13242,0.09168,0.1103,0.57017,74.948,60.769,65.896
"I finished the review, documented the results, and cleaned up the notes. My thoughts keep looping around possible mistakes and consequences. The work feels heavier than it should and I am moving slowly. I will revisit the remaining items tomorrow.",109.146,137.75,0.29796,0.14774,0.13342,240.277,61.595,8.136,882.976,0.26416,-0.86887,0.12852,0.09519,0.12833,0.67795,51.45,59.069,59.889
"I sent updates, answered messages, and planned tomorrow's priorities. I keep correcting myself because I do not want to miss anything important. I can continue after a short break and another review pass.",110.589,151.894,0.25317,0.18157,0.18328,216.03,67.589,6.892,1077.617,0.22789,-0.17518,0.08406,0.07704,0.08951,0.54073,73.516,53.115,38.129
The workday was manageable and I moved through the checklist steadily. The schedule is clear enough for the next session.,90.414,113.24,0.25101,0.08904,0.05588,199.688,65.197,9.621,575.387,0.12384,-0.25432,0.07715,0.05658,0.05725,0.79769,16.795,39.47,31.851
I completed the main tasks for today and reviewed the next steps. Everything feels urgent and I am trying to catch up quickly. The work feels heavier than it should and I am moving slowly.,128.334,137.586,0.21102,0.17166,0.14263,213.221,42.979,7.644,1056.566,0.26895,-0.58029,0.11451,0.07649,0.10998,0.63011,72.483,49.703,58.426
"I finished the review, documented the results, and cleaned up the notes. The work feels heavier than it should and I am moving slowly.",101.377,136.608,0.28201,0.13261,0.12287,192.18,49.93,8.007,985.884,0.19765,-0.56207,0.11466,0.07832,0.099,0.65187,46.919,50.472,57.696
"The workday was manageable and I moved through the checklist steadily. Everything feels urgent and I am trying to catch up quickly. It is hard to stay motivated and my energy feels low. The current draft is usable, but it still needs refinement.",131.532,110.43,0.26514,0.13589,0.1204,190.65,55.21,7.771,1106.219,0.26317,-0.51524,0.12075,0.06727,0.10669,0.62401,60.581,37.39,59.508
"I completed the main tasks for today and reviewed the next steps. It is hard to stay motivated and my energy feels low. The current draft is usable, but it still needs refinement.",100.941,95.692,0.18479,0.10087,0.0884,185.662,64.103,6.478,894.553,0.22061,-0.24503,0.11419,0.07215,0.11051,0.61074,32.998,37.869,57.41
The workday was manageable and I moved through the checklist steadily. I keep correcting myself because I do not want to miss anything important. I am uneasy and keep revisiting the same point for reassurance. It is hard to stay motivated and my energy feels low. The schedule is clear enough for the next session.,141.224,131.795,0.24929,0.16547,0.19171,213.164,44.634,8.304,1283.238,0.29067,-0.96952,0.13289,0.11459,0.09637,0.62554,77.542,59.746,56.93
"I finished the review, documented the results, and cleaned up the notes. The schedule is clear enough for the next session.",102.176,115.162,0.22625,0.10322,0.11072,202.405,54.647,10.575,776.981,0.18718,-0.04415,0.07284,0.0249,0.11414,0.64235,36.172,34.968,36.036
The workday was manageable and I moved through the checklist steadily. I do not feel engaged and it is difficult to sustain momentum. I will revisit the remaining items tomorrow.,95.312,100.614,0.22062,0.06635,0.05697,188.869,68.228,9.167,687.085,0.21675,-0.31054,0.09627,0.03369,0.08784,0.65683,16.715,18.216,67.408
The workday was manageable and I moved through the checklist steadily. I will revisit the remaining items tomorrow.,70.615,100.878,0.11907,0.05742,0.0417,154.77,77.24,12.173,430.333,0.06327,0.95815,0.03099,0.0355,0.06632,0.7659,8.715,17.675,3.187
"I sent updates, answered messages, and planned tomorrow's priorities. Everything feels urgent and I am trying to catch up quickly.",118.159,129.328,0.25244,0.13471,0.13316,212.019,59.582,7.586,993.448,0.196,-0.45869,0.09798,0.08417,0.0848,0.63839,63.154,46.168,34.709
"I sent updates, answered messages, and planned tomorrow's priorities. The current draft is usable, but it still needs refinement.",119.169,118.939,0.18124,0.09643,0.10442,187.017,67.056,9.245,856.112,0.18513,-0.27253,0.11074,0.07527,0.09127,0.66804,37.999,41.539,41.473
I completed the main tasks for today and reviewed the next steps. I will revisit the remaining items tomorrow.,109.24,128.794,0.16695,0.10149,0.11464,163.471,66.7,10.373,727.308,0.18711,-0.01953,0.09427,0.07488,0.0947,0.6883,35.939,37.226,41.753
The workday was manageable and I moved through the checklist steadily. I can continue after a short break and another review pass.,121.793,124.239,0.19977,0.13516,0.12786,225.368,59.467,13.058,898.508,0.17404,0.00378,0.07813,0.07395,0.06457,0.73189,46.945,43.805,30.065
"I sent updates, answered messages, and planned tomorrow's priorities. I keep correcting myself because I do not want to miss anything important. I feel mentally drained and focusing takes more effort than usual. I will revisit the remaining items tomorrow.",106.711,143.587,0.19302,0.16699,0.12483,221.628,47.461,7.688,966.507,0.23253,-0.74004,0.12227,0.07371,0.12098,0.63258,55.572,46.305,61.569
"I finished the review, documented the results, and cleaned up the notes. The schedule is clear enough for the next session.",86.181,125.055,0.11332,0.03765,0.04806,142.822,73.644,9.607,525.808,0.05007,0.83666,0.04484,0.03335,0.03745,0.71793,10.698,22.415,3.627
"I sent updates, answered messages, and planned tomorrow's priorities. My thoughts keep looping around possible mistakes and consequences.",121.634,122.976,0.30249,0.13481,0.14373,253.349,62.745,8.547,880.458,0.23375,-0.16572,0.09859,0.09406,0.08936,0.60868,47.244,59.269,39.391
"I finished the review, documented the results, and cleaned up the notes. I will revisit the remaining items tomorrow.",106.602,92.9,0.14409,0.06097,0.06137,138.838,71.254,8.646,637.512,0.14452,0.47733,0.05143,0.05236,0.08017,0.65389,13.213,29.33,17.426
"I finished the review, documented the results, and cleaned up the notes. There is too much to finish at once and the pace feels intense. My thoughts keep looping around possible mistakes and consequences. I feel mentally drained and focusing takes more effort than usual. I will revisit the remaining items tomorrow.",124.888,131.198,0.39686,0.24673,0.24337,279.092,41.635,9.85,1285.304,0.2924,-1.0,0.14441,0.13651,0.11633,0.48314,92.567,79.281,64.669
I completed the main tasks for today and reviewed the next steps. It is hard to stay motivated and my energy feels low.,107.701,116.793,0.28484,0.1158,0.13459,225.719,50.932,4.91,1025.694,0.26918,-0.98177,0.10527,0.04021,0.1446,0.64006,51.207,36.454,75.66
"I finished the review, documented the results, and cleaned up the notes. The schedule is clear enough for the next session.",104.609,114.769,0.21966,0.10209,0.10582,154.554,69.03,7.921,745.386,0.15722,-0.34119,0.07896,0.05853,0.11083,0.6871,34.378,29.931,44.645
"I completed the main tasks for today and reviewed the next steps. The current draft is usable, but it still needs refinement.",99.387,111.093,0.15989,0.06975,0.07818,176.926,73.007,10.399,678.136,0.11985,0.15218,0.06289,0.07427,0.07737,0.69823,23.382,27.372,21.295
"I sent updates, answered messages, and planned tomorrow's priorities. Everything feels urgent and I am trying to catch up quickly.",116.641,136.668,0.21197,0.1504,0.13265,212.107,64.071,4.934,1061.414,0.19599,-0.36907,0.08258,0.06174,0.07035,0.60763,63.134,39.636,37.551
I completed the main tasks for today and reviewed the next steps. I keep correcting myself because I do not want to miss anything important. I keep worrying that something might go wrong even after I check it. I can continue after a short break and another review pass.,151.57,127.434,0.26595,0.2403,0.21554,273.641,60.097,9.52,1162.844,0.219,-0.83662,0.10703,0.11153,0.09984,0.6051,86.914,65.708,38.792
The workday was manageable and I moved through the checklist steadily. The work feels heavier than it should and I am moving slowly. I will revisit the remaining items tomorrow.,107.441,131.6,0.2765,0.12974,0.12765,253.985,58.774,6.719,928.408,0.25331,-0.94697,0.14043,0.06996,0.12221,0.65827,50.294,45.4,69.543
I completed the main tasks for today and reviewed the next steps. There is too much to finish at once and the pace feels intense. I am uncertain about the outcome and keep second-guessing the details. I feel mentally drained and focusing takes more effort than usual. I will revisit the remaining items tomorrow.,125.83,135.331,0.31219,0.22076,0.19201,262.622,39.592,8.391,1136.835,0.27734,-0.93773,0.13443,0.1389,0.10579,0.57675,86.843,65.836,63.215
"I finished the review, documented the results, and cleaned up the notes. I can continue after a short break and another review pass.",94.403,87.0,0.17105,0.0763,0.07199,174.397,80.27,9.897,619.985,0.06364,0.38688,0.02797,0.03789,0.02301,0.83622,19.684,26.756,2.576
"I finished the review, documented the results, and cleaned up the notes. My thoughts keep looping around possible mistakes and consequences.",109.761,105.078,0.27084,0.13794,0.14027,218.516,62.147,9.806,803.928,0.10871,0.19314,0.09832,0.1126,0.07415,0.6532,39.926,60.735,24.185
I completed the main tasks for today and reviewed the next steps. I can continue after a short break and another review pass.,101.663,131.7,0.16935,0.0693,0.05271,162.295,67.444,12.098,603.926,0.12179,0.54735,0.07067,0.05388,0.07427,0.72926,14.792,27.891,25.628
"I sent updates, answered messages, and planned tomorrow's priorities. I am uneasy and keep revisiting the same point for reassurance. The schedule is clear enough for the next session.",117.872,149.997,0.27466,0.15959,0.16185,210.917,68.2,8.55,934.498,0.18699,-0.4056,0.11801,0.12648,0.07026,0.67465,51.175,66.994,35.83
"The workday was manageable and I moved through the checklist steadily. The current draft is usable, but it still needs refinement.",128.439,126.503,0.2366,0.12482,0.1447,210.596,53.459,9.535,1107.782,0.23371,-0.24233,0.10819,0.08199,0.06575,0.69658,50.852,51.199,51.558
"I sent updates, answered messages, and planned tomorrow's priorities. The work feels heavier than it should and I am moving slowly. I will revisit the remaining items tomorrow.",115.956,144.132,0.321,0.14814,0.12573,201.248,50.005,8.634,1052.135,0.24317,-0.30231,0.12744,0.08549,0.11462,0.54629,46.077,46.604,62.16
"I finished the review, documented the results, and cleaned up the notes. The current draft is usable, but it still needs refinement.",104.718,116.144,0.22126,0.13842,0.14389,231.911,65.76,11.205,942.66,0.19968,-0.14103,0.08447,0.07958,0.06554,0.58385,54.065,50.607,31.828
The workday was manageable and I moved through the checklist steadily. My thoughts keep looping around possible mistakes and consequences. The schedule is clear enough for the next session.,120.157,139.864,0.29751,0.17904,0.16126,267.616,72.268,11.186,994.42,0.20989,-0.52767,0.10286,0.12592,0.08104,0.73197,52.121,66.114,42.701
"I completed the main tasks for today and reviewed the next steps. I am uncertain about the outcome and keep second-guessing the details. The current draft is usable, but it still needs refinement.",115.276,147.215,0.29147,0.16414,0.16545,224.968,74.857,7.199,1018.866,0.17199,-0.26414,0.10157,0.08968,0.07351,0.71275,54.016,69.391,32.006
I completed the main tasks for today and reviewed the next steps. I am rushing through deadlines and keep switching between tasks. My thoughts keep looping around possible mistakes and consequences. I will revisit the remaining items tomorrow.,138.621,147.874,0.25063,0.18592,0.1548,234.858,62.794,8.082,1034.752,0.22677,-0.31608,0.10506,0.10434,0.08579,0.6593,71.047,60.695,34.464
"I sent updates, answered messages, and planned tomorrow's priorities. I am rushing through deadlines and keep switching between tasks. I am uncertain about the outcome and keep second-guessing the details.",128.167,133.612,0.35519,0.19504,0.17667,229.62,49.127,9.135,1072.693,0.26757,-0.29961,0.1347,0.1243,0.10337,0.57193,75.514,69.331,49.89
"I sent updates, answered messages, and planned tomorrow's priorities. The current draft is usable, but it still needs refinement.",107.83,108.602,0.21144,0.08443,0.05808,180.394,68.714,8.875,790.607,0.17648,0.24223,0.08379,0.06246,0.07562,0.66773,23.505,26.911,44.248
"I finished the review, documented the results, and cleaned up the notes. I am uncertain about the outcome and keep second-guessing the details. I do not feel engaged and it is difficult to sustain momentum.",116.463,115.36,0.29503,0.10168,0.11949,202.072,58.29,7.173,726.248,0.25276,-0.38386,0.13066,0.09995,0.10064,0.62715,38.867,55.194,59.057
"I finished the review, documented the results, and cleaned up the notes. I can continue after a short break and another review pass.",104.052,100.442,0.21314,0.09559,0.09539,181.55,48.845,9.196,934.758,0.22072,-0.50949,0.09208,0.04789,0.10397,0.67033,45.942,22.638,53.518
"I sent updates, answered messages, and planned tomorrow's priorities. The current draft is usable, but it still needs refinement.",100.527,114.018,0.2,0.0576,0.08688,158.853,87.659,9.273,603.84,0.17178,0.21797,0.05296,0.08006,0.09004,0.7283,22.843,35.589,17.554
"I finished the review, documented the results, and cleaned up the notes. The schedule is clear enough for the next session.",81.04,131.011,0.31671,0.1367,0.08259,224.001,62.913,7.632,991.612,0.18915,-0.22719,0.0975,0.06348,0.10579,0.76015,27.927,50.572,53.71
